zh-TW	第一任婚姻？那你跟告訴人的婚姻是第幾次？
en-US	Your first marriage? So what is … this marriage?

zh-TW	他是我第二任先生。
en-US	He is my second husband.

zh-TW	所以現在爭的子女撫養權，是你跟第二任先生的小孩？是個女兒？
en-US	So now the custody … you are argue about is the daughter of your second marriage.

zh-TW	對。
en-US	Yes.

zh-TW	你的兒子幾歲了？女兒幾歲了？
en-US	How old is your son and your daughter?

zh-TW	我兒子7歲了，我女兒8個月大。
en-US	My son is seven years old and my daughter is eight-month old.

zh-TW	那你搬出去住的時候，女兒是跟你、還是跟他？
en-US	When you moved out the house, was your daughter with your or your husband?

zh-TW	因為我搬出去的時候，女兒只有2個月大，還很需要我的照顧，所以孩子跟我。
en-US	When I moved out the house, because my daughter … is still young, she went out with me.

zh-TW	那現在孩子在誰那裏？
en-US	Then now … who does the child live with?

zh-TW	現在女兒在我先生那裏。
en-US	Now my daughter is living with my husband.

zh-TW	你們中間有什麼協議嗎，為什麼原來女兒跟你，現在跟他。
en-US	Is there any agreement between you and your husband? Why the daughter lived with you first and now is living with your husband?

zh-TW	我搬出來住的地方比較小，原來跟先生的房子比較大。環境上來說，對孩子比較優，所以我把孩子交給先生。
en-US	After I moved out, the house I lived is a little bit small. My husband’s house is bigger.In terms of the environment, I think my husband’s house is better for my child so I gave my daughter to him.

zh-TW	那如果客觀條件沒有改變的話，你的居住環境，對你女兒仍然比較不好，不是嗎？那為什麼會希望能夠爭取子女撫養權呢
en-US	If the objective circumstances don’t change, that is to say, …your daughter does live with your husband is a better choice.Then why do you want to be granted with the custody of your daughter?

zh-TW	她是我懷胎十個月生下來的阿，我怎麼捨得以後都看不到她呢？而且我先生是加拿大籍，他在台灣的工作也沒有很穩定，隨時有可能會回去加拿大，那這樣子的話，我不就見不到女兒了嗎？所以我希望能夠爭取女兒的撫養權。
en-US	She is my daughter and I have spent ten months to give birth to her. I absolutely want her custody.In addition, my husband’s nationality is Canada. He also doesn’t have a full-time job. I’m concerning about that he might go back to Canada from time to time.In that case, doesn’t it mean that I can’t see my daughter?That is the reason why I want to be granted with the custody of my daughter.

zh-TW	就妳的經濟能力而言，你可以加以說明如何負擔女兒的撫養費用嗎？
en-US	In terms of your financial status, can you elaborate how can you raise your child?

zh-TW	我們目前還在打離婚官司，我希望能夠爭取到離婚之後能住在我先生現居的那棟房子裡，所以就環境來講，那棟房子會很適合我女兒成長。至於我個人的經濟能力，我有提供給法院一份目前我的財產表，除此之外，我也有固定的工作，一個月收入至少是4萬以上。我想我有能力撫養、照顧我的女兒。
