en-US	My program was TESOL. In that program, some of the courses were related to English teaching and others were related to culture and language competence.
zh-TW	我的學位是有關英語教學的。要完成這個學位，裡面有些關於教學的課程也有些關於中英語文能力的訓練。

zh-TW	所以你拿的是英語教學碩士，可是裡面有一些文化溝通的課程是嗎？
en-US	So you pursue for the English teaching mater degree; however there are still some further culture courses in that degree?

en-US	Yes, I remember at least three courses were related to culture and communication.
zh-TW	是的，至少有三門課是跟文化和溝通相關的。

zh-TW	那這種所謂的文化溝通課程，都給什麼樣的作業呢？
en-US	You used the tem culture, so what would the teacher give you as assignments in the course?

en-US	The assignments for the culture and communication courses can be different for every student. Take myself for example. I am in Taiwan and try to seek a teaching position as an English teacher. To reach this goal and prove my competence, I have to show that I have a good command of Chinese. Therefore, many of my assignments were about Chinese-English sentence translation.
zh-TW	這門課的功課可能會因學生而異。像我自己的話，我來台灣然後想要找一個英語教學的教師職位，為了要達成這個目標然後顯現這個能力，所以我必須要有足夠的中文能力。因此我很多作業都是關於中英句子的翻譯。

zh-TW	你是說因為你計畫在台灣教英文，所以這個碩士課程的內容就要求你證明自己有一定的中文能力。所以你必須完成課程中所給的一些作業，作業的練習就是翻譯句子，是這樣的嗎？
en-US	You mean that your goal is to teach English in Taiwan, so the course would ask you to proof your Chinese competence? Therefore, you had to complete some assignments and these assignments are about English and Chinese translation?

en-US	True. Of course, I was also required to sharpen my speaking and writing skills.
zh-TW	當然阿，而且我還需要磨練我的口說和寫作技巧

zh-TW	好，那再回到我們剛剛那句話。你說這是你的作業嗎？
en-US	Okay, so you said that this message content was your assignment right?

en-US	Yes, I remember that sentence. When I got the Chinese sentences, I didn’t know how to say them in English. You know, some Chinese words can be very difficult for foreigners to recognize. I needed some help so I asked my colleague to help me. I told her to translate that sentence for me and sent me the answer.
zh-TW	對阿，我還記得那個句子是甚麼。當我看到一個中文句子的時候我可能會不知道如何用英文來表達。你也知道吧，中文字有些時候對於外國人來說很難辨認阿，所以我需要別人的幫助，所以我就問我同事，我請她幫我翻譯然後請她把答案以簡訊寫給我。

zh-TW	你的意思就是說，因為你問了你同事那一句中文，她就把答案打成英文發簡訊給你，這就是當時的情況嗎？也就是說，這封簡訊只是作業的解答嗎？
en-US	You mean that you ask your colleague this sentence in Chinese and she sent it back in English? Is this the situation? You mean that this message was just all about assignment?

en-US	That message was only the answer to my homework.
zh-TW	那則簡訊真的就只是作業答案而已啦。

zh-TW	那再提示偵卷(一)第14到16業的所有簡訊內容，這些請你看一下，都是你因為要做作業，尋求對方幫助，對方才發給你的簡訊嗎？
en-US	Then, how about the contents in Document One from page 14 to 16? Please check these messages. Are they all for your assignments? Just because you want your colleague to answer you in English?

en-US	 Yes, all these messages were for the same purpose of completing my assignments.
zh-TW	對，它們的目的都相同，就只是要幫我完成作業而已。

zh-TW	那針對你太太說，你跟你的同事王彩燕有外遇一事，你有何解釋？
en-US	Then how about the adultery between you and 王彩燕 from you wife?

en-US	My wife really thinks too much of this matter. I know she is not satisfied with my ability of supporting the family. I want the court to know that she, from the very beginning of my study, has never shown any support. She was not willing to help me complete my degree. If she had been a bit more supportive, I would not have asked my colleague to help me. I think she should be blamed for all this misunderstanding.
zh-TW	對於這件事我太太真的是想太多了。我知道她對於我可以照顧家庭的能力不滿意。我想讓您知道的是，從我開始念學位開始，她都很不支持，她甚至一點都不想要幫助我完成學位。如果她多幫我一點忙的話，我也不用問我同事啦，我想她應該要為這樣的誤解負責。

zh-TW	根據你的說法，你們夫妻之間似乎有些相處不愉快的情況？
en-US	According to your statement, you two don’t get along quite well?

en-US	At the beginning of our marriage, we did have some good time. But the problem is my employment. I tried teaching Portuguese in Taiwan but could not get stable teaching hours. Then my job became the issue between the two of us. We fought from time to time over this issue. She didn’t believe that I have tried my best, and I have no way to let her understand my frustration and the difficult situation I have faced.
zh-TW	在婚姻初期我們是相處得滿愉快的。但她一直對我的工作有微詞。我也嘗試要教葡萄牙語來維生，但工作不穩定。所以我們有時候會為了這件事有口角，我們常為了這件事情不合，她都不相信我有努力找工作，我也很難讓她理解我有多沮喪和挫折。

zh-TW	好，那回到你剛剛所講的碩士課程。請問你碩士課程是什麼時候開始的，結束了嗎？你拿到學位了嗎？
en-US	Let’s go back to the mater degree you mentioned. When did you start your master degree? When did you end it? Did you receive the degree?

en-US	I first started the program in Spring 2010. It was a two-year program. I should have finished the program in December 2012. I didn’t finish the program because I was working part-time and didn’t get enough time to do my course assignments. Like I said, my wife has never been very supportive. I felt that I was pursuing the degree all alone by myself. I became too tired and too frustrated.
zh-TW	我是在2010的春季開始上課。它是一個兩年的課程，我應該要在2012的12月完成這個學業，但是我並沒如期完成，因為我有一些兼職，還要寫作業，這樣有點困難。就想我先前說的，我太太不太支持我，所以我會覺得我自己在念書的時候好像只有一個人在奮鬥，所以我相當疲憊跟挫折。

zh-TW	你是說這個課程原來是兩年期的，可是你最後沒有完成。為什麼呢？
en-US	You mean that it’s two-year-long program and you didn’t finish it, why?

en-US	I couldn’t finish all the course requirement.
zh-TW	我無法達成每堂課的要求。

zh-TW	那你註冊在學的最後一個學期，是什麼時候結束的呢?
en-US	When was(did) the last semester you registered end?

en-US	The last semester of my registration was fall 2012.
zh-TW	我註冊的最後一個學期是2012年的秋季班。

zh-TW	如果誠如你所述，你最後一個學期的結束日期是中華民國101年12月5日，那麼合理推斷在那個學期之後，你就不會有任何作業了吧?但是你與同事之間的簡訊聯絡卻一直到課程結束六個月都還在進行。這是為什麼呢？
en-US	If what you said I is true, and the last semester of your registration ended on December 5th 2012; then after that you would not have to contact your colleague for the assignment right? However, you two, you and your colleague, had been contacting with each other for over six months after that.

en-US	Well, I might not have finished that program but it doesn’t mean I didn’t want to improve my language ability. Even when I failed the program, I still wanted to improve my Chinese ability, so I continued to study on my own.
zh-TW	我可能真的無法完成學業，但並不代表我不想學習阿。雖然我無法完成學業，但我想持續精進中文，所以才會繼續和她聯絡。

zh-TW	你的意思是，儘管你沒有完成那個碩士課程，你還是想要不斷的學中文，讓你的中文更加流利，是嗎？
en-US	You mean that even that you didn’t complete your degree, you still want to sharpen your Chinese by your own?

en-US	Yes, that’s why I asked my colleague for help.
zh-TW	是的，這就是我繼續和我同事尋求協助的原因。

zh-TW	那你的這位同事，她所扮演的角色就像你的家教囉？
en-US	Your colleague is just like your tutor right?

en-US	She has been not only a tutor but also a true friend.
zh-TW	她不只是家教的角色她還是我真心的朋友。

zh-TW	你有付錢給她嗎？
en-US	Did you pay her?

en-US	No, I offered to pay her but she declined.
zh-TW	沒有，我曾經有提過，但她拒絕了。

zh-TW	如果你沒有付錢給她，她為什麼要在半夜應該就寢的時候還不辭辛勞的發簡訊回答你的問題呢？這是不是已經超過了一個同事應該做的事情？
en-US	If you didn’t pay her, why would she like to teach you Chinese so late at night, even it’s time for bed? Is it beyond the normal relationships between colleagues?

en-US	That’s why I said she was a very supportive friend. She was using her own time to help me learn Chinese. 
zh-TW	我說過啦，她是一個很好的朋友，很支持我。她用她自己私人的時間來教我中文。

zh-TW	你現在還有在那家補習班教英文嗎？
en-US	Do you still teach at that cram school?

en-US	Yes, I am still working there.
zh-TW	是的，我還在那裏工作。

zh-TW	那這位同事王彩燕也還在那裏服務嗎？
en-US	Does 王彩燕 also work there till now?

en-US	She is also still working there but we don’t team up any more. 
zh-TW	她也還在那裏工作，但我們沒有再搭檔合作了。

zh-TW	請問檢察官，有沒有進一步要傳喚的證人或是調查事證？
en-US	Is there any person you want to subpoena or is there any evidence you want to investigate more?

zh-TW	希望能夠傳訊被告的同事，也就是任職伯元補習班的王彩燕以證人身分到庭，說明他與被告之間的關係，以及那些簡訊的撰寫背景及目的。
en-US	I would like to subpoena 王彩燕 as a witness from 伯元cram school. I want her to describe their relationships and why she wrote that kind of messages.

zh-TW	請問告訴人有沒有任何希望本庭代為調查的事證？
en-US	Plaintiff, is there any evidence that you want the court to investigate for you?

zh-TW	我聽說該補習班針對他們兩個人的關係，有採取一些行動。其中更有試圖說服該女王彩燕離職一事，不知道能不能向那個補習班求證這件事情。
en-US	I heard that cram school has taken some actions for their relationships. Further, the cram school had tried to make 王彩燕 off. I don’t know if there is any possibility to proof this.

zh-TW	那請問被告，有沒有任何希望法庭為你調查的事證？現在的情況是，你的碩士學位早就已經在中華民國101年12月05日結束，實在沒有理由以做作業為藉口來解釋你跟王彩燕的簡訊互動，尤其是你們的簡訊互動大多在晚上九點鐘以後進行，實在起人疑竇，你有沒有任何證據，可以幫助自己的案情呢？
en-US	Defendant, is there any evidence that you want the court to investigate for you? Now the situation is that your program should end on December 5th 2012, and you should not use completing assignments as an excuse to contact 王彩燕. The text messages between you two almost happened after 9 p.m. It’s really easily to rouse people’s curiosity. Do you have any evidence that can help you with your case?

en-US	I cannot think of any evidence that the court can investigate on my behalf. As I said, the reason for the communication between my colleague and me was very simple. I only wanted to improve my language ability and continue to learn Chinese.
zh-TW	我實在想不到有甚麼其他的證據了，誠如我之前所說的，我和我同事之間的簡訊互動真的很普通，我真的只是想要增進中文能力然後繼續學中文。

zh-TW	那本庭訂中華民國103年06月09日下午4點30分進行證人詰問程序，請告訴人、被告都要到庭，如果有必要，雙方都可以請辯護人，明白嗎？
en-US	Then we set next court at 4:30 p.m. on June 9th 2014 for the witness procedure. Please both of you show up at that time. If it’s necessary, you two have the right to lawyer.

zh-TW	我明白。
en-US	I understand.

en-US	I understand.
zh-TW	我明白。

zh-TW	今天庭期到此結束。
en-US	Today’s court is adjourned.

zh-TW	今為 刑事庭 簡易字2887號 通姦案件之準備程序
en-US	Today we are here for the preparation procedure of case of adultery, case number 2887.

zh-TW	通譯宣讀 「通譯結文：今為貴院簡易字2887號 通姦案件之準備程序為通譯，謹當為公正誠實之譯述，此結，通譯○○○，中華民國103年5月27日。」
en-US	null

zh-TW	原告/告訴人姓名
en-US	Plaintiff your name, please?

zh-TW	陳玉華
en-US	null

zh-TW	身分證字號
en-US	Your passport number, please?

zh-TW	H284892843
en-US	null

zh-TW	聯絡地址
en-US	Your mailing address?

zh-TW	新北市新店區中正路414號5樓
en-US	 5 floor, no. 414., chun-cheng road, xin dian district, new Taipei city. 

zh-TW	被告姓名
en-US	The defendant’s name please?

en-US	John Anderston
zh-TW	null

zh-TW	護照號碼
en-US	Your passport number please?

en-US	KB281849281
zh-TW	null

zh-TW	居留證號碼
en-US	Your ARC number?

en-US	AD828918482
zh-TW	null

zh-TW	聯絡地址
en-US	null

en-US	Fl. 7, No. 124, Jin-hua Street, Da-an District, Taipei City
zh-TW	null

zh-TW	告知權利義務
en-US	you have the following rights.

zh-TW	1.你有權保持緘默，毋需違背意志做任何陳述。
en-US	null

zh-TW	2.你有權選任法定辯護人，若為低收入戶、中低收入戶、原住民或其他符合法律規定之資格，得請求法律服務。
en-US	null

zh-TW	3.你有權請法院調查任何對你有利的證據。
en-US	null

zh-TW	被告是否了解以上權利？
en-US	Do you fully understand your right?

en-US	I understand.
zh-TW	是的我了解

zh-TW	今天我們進行外遇案件之準備程序。告訴人陳玉華提起這次的訴訟案件，主要是因為她的先生John Anderston跟所任職之補習班同事從往過密，且告訴人在其先生的手機簡訊記錄中查到一些親密訊息，再加上被告常常會藉故加班，或是深夜與其同事王彩燕進行視訊或其他方式之交談，因告訴人所蒐集之通訊內容已超過同事情誼，故提起此告訴。被告，你太太懷疑你有外遇，要告你通姦罪，你作何辯解？
en-US	Today we’re here for the preparation of adultery case.The plaintiff, Ms. Chen, sued the case.The main reason is that her husband is too intimate with his colleague at the cram school.The plaintiff found some messages from his colleague.besides, her husband always makes up reasons for staying late and even have conferencing with Wang zhia yen at night.The plaintiff thinks that the contents of her husband with his colleague Ms. Wang has over beyond colleagues relationship. As a result, she sued the case. Defendant, you wife sued you adultery. What’s your explanation?

en-US	Not guilty, of course.
zh-TW	我無罪

zh-TW	在今天的準備程序中，主要程序為詢問被告與其同事之通訊細節，目的是為了釐清是否被告與其同事實有外遇情事，足以構成通姦罪。雙方明白程序嗎？
en-US	In today’s preparation procedure, we would like to clarify the details of the defendant and Ms.Wang. We are to find whether their relationship can constitute adultery. Do both parties understand?

zh-TW	我明白
en-US	yes I understand.

en-US	I understand.
zh-TW	了解

zh-TW	先請問告訴人，你跟妳先生結婚多久了？有小孩嗎？
en-US	how long have you been married? You have kids?

zh-TW	我跟我先生已經結婚四年了，我們沒有小孩。
en-US	we have been married for four years. We don’t have children.

zh-TW	那你跟妳先生是在台灣結婚的嗎？還是在國外結婚的？
en-US	Did you two marry in Taiwan or abroad?

zh-TW	我跟我先生是在台灣認識的，四年前他剛來台灣，主要想要教葡萄牙文。
